Unnamed: 0,degree,All Hard Skills,No. of Hard Skills,OJV skills,No. of OJV skills,%. of OJV skills,intersect,logskills
14,Computer Science,"['Algorithms', 'Language Translation', 'Information Systems', 'Graph Algorithms', 'Software Engineering', 'Garbage Collection', 'Licensing', 'Education', 'Equations', 'Assembly', 'Engineering', 'Debugging', 'Arithmetic', 'Software Library', 'Environment', 'Test Case', 'Computer Programming', 'Data Structures', 'Modula', 'Assembly Language', 'Certain', 'Dynamic Programming', 'Abstractions', 'Language Implementation', 'Library', 'Software Development', 'Server', 'Operating System', 'Arithmetic Logic Unit', 'File Management', 'Backtracking', 'Idioms', 'Emerging Technologies', 'Unit Testing', 'Storage Management', 'Revisions', 'Architecture', 'Computing', 'Algorithm Design', 'Protocol', 'Benefits', 'Process Management', 'State Machines', 'Encapsulation', 'Readability', 'Science', 'Application', 'Scalability', 'Memory Leaks', 'Big O Notation', 'Maintainability']",51,"['Algorithms', 'Licensing', 'Equations', 'Debugging', 'Arithmetic', 'Certain', 'Abstractions', 'Idioms', 'Revisions', 'Readability', 'Scalability', 'Maintainability']",33,64.70588235294117,"{'Idioms', 'Backtracking', 'Server', 'Software Library', 'Computing', 'Assembly', 'Data Structures', 'Graph Algorithms', 'Operating System', 'Library', 'Licensing', 'Software Development', 'File Management', 'Benefits', 'Readability', 'Language Implementation', 'Equations', 'Debugging', 'Information Systems', 'Language Translation', 'Arithmetic', 'Computer Programming', 'Software Engineering', 'Dynamic Programming', 'Storage Management', 'Memory Leaks', 'State Machines', 'Modula', 'Revisions', 'Encapsulation', 'Science', 'Emerging Technologies', 'Protocol', 'Big O Notation', 'Architecture', 'Abstractions', 'Certain', 'Application', 'Test Case', 'Algorithm Design', 'Unit Testing', 'Environment', 'Arithmetic Logic Unit', 'Assembly Language', 'Process Management', 'Scalability', 'Garbage Collection', 'Algorithms', 'Education', 'Engineering', 'Maintainability'}",3.9318256327243257
17,Electrical Engineering,"['DC Motors', 'Actuators', 'Electrical Engineering', 'R', 'Calorimetry', 'Stepper Motor', 'Circuit Breakers', 'Partial Differential Equation', 'Instrumentation', 'Conservation', 'Symmetrical Components', 'Electronic Circuits', 'Data Acquisition', 'Number Systems', 'Lighting Systems', 'Engineering Practices', 'Statistics', 'Algebra', 'Stepper', 'Physics', 'Application', 'Transformers', 'Transmission', 'Industrial Processes', 'Economics', 'Compensation', 'Flux', 'Fourier Transform', 'Machinery', 'Environment', 'Production', 'Thermodynamics', 'Control Systems', 'Engineering Research', 'Waste Management', 'C', 'Capacitors', 'Inductors', 'Integrated Circuits', 'Service', 'Numerical Analysis', 'Architectural Design', 'Frequency Response', 'Transistor', 'Voltage Regulation', 'Calibration', 'Random Variables', 'Installation', 'Framework', 'Voltage', 'Education', 'Legislation', 'Engineering', 'CAD', 'Kinematics', 'Voltage Regulator', 'Electronic Engineering', 'Coordinate Systems', 'Heat Transfer', 'Probability', 'Gas', 'Inertia', 'Three-Phase', 'Optics', 'Calculations', 'Mechanics', 'Electronics', 'Investment Decisions', 'Digital', 'Fluid', 'Sustainable Development', 'Fuses', 'Advanced Mathematics', 'Equations', 'Energy', 'Relay Logic', 'Laplace Transform', 'Differential Equations', 'Cost Estimation', 'Chemistry', 'Modulation', 'PID Controllers', 'Statistical Software', 'Statistical software', 'Statistical Analysis', 'Occupational Safety And Health', 'Occupational Safety', 'Waves', 'Research Design', 'Waste Treatment', 'Electrical Wiring', 'Frequency Domain', 'Linear Equations', 'State Machines', 'Electricity', 'International Standards', 'Experimental Design']",97,"['Actuators', 'R', 'Calorimetry', 'Instrumentation', 'Conservation', 'Statistics', 'Algebra', 'Physics', 'Transmission', 'Machinery', 'Thermodynamics', 'C', 'Capacitors', 'Transistor', 'Calibration', 'Installation', 'Voltage', 'Legislation', 'Kinematics', 'Probability', 'Inertia', 'Optics', 'Calculations', 'Mechanics', 'Electronics', 'Fuses', 'Equations', 'Chemistry', 'Modulation', 'Electricity']",60,61.855670103092784,"{'Partial Differential Equation', 'Inertia', 'Statistics', 'Physics', 'Equations', 'Stepper', 'Calculations', 'Inductors', 'State Machines', 'DC Motors', 'Occupational Safety', 'Engineering Research', 'Lighting Systems', 'Laplace Transform', 'Electrical Engineering', 'Installation', 'Engineering Practices', 'Industrial Processes', 'CAD', 'Instrumentation', 'Chemistry', 'Legislation', 'Differential Equations', 'Calorimetry', 'Framework', 'Electricity', 'Economics', 'Coordinate Systems', 'Random Variables', 'Waste Treatment', 'Thermodynamics', 'Electronic Engineering', 'Heat Transfer', 'Symmetrical Components', 'Environment', 'Waves', 'Capacitors', 'Algebra', 'Education', 'Statistical Analysis', 'Experimental Design', 'Voltage', 'Production', 'Energy', 'Mechanics', 'Transmission', 'Circuit Breakers', 'Probability', 'Transformers', 'Fluid', 'Control Systems', 'Linear Equations', 'Application', 'R', 'Advanced Mathematics', 'Conservation', 'Voltage Regulator', 'Integrated Circuits', 'Actuators', 'Kinematics', 'Gas', 'Machinery', 'Transistor', 'Calibration', 'Stepper Motor', 'Frequency Domain', 'Number Systems', 'Cost Estimation', 'Digital', 'Electrical Wiring', 'Data Acquisition', 'Statistical software', 'Research Design', 'Fourier Transform', 'Three-Phase', 'Modulation', 'International Standards', 'Sustainable Development', 'Numerical Analysis', 'Voltage Regulation', 'Optics', 'Compensation', 'Occupational Safety And Health', 'C', 'PID Controllers', 'Frequency Response', 'Electronics', 'Waste Management', 'Architectural Design', 'Investment Decisions', 'Relay Logic', 'Statistical Software', 'Fuses', 'Electronic Circuits', 'Flux', 'Service', 'Engineering'}",4.574710978503383
18,Electronics Engineering,"['Bit Error Rate', 'STL', 'Actuators', 'Quantum Mechanics', 'Surveying', 'TCP/IP', 'Energy Conversion', 'Systems Architecture', 'Coding Theory', 'Economic Analysis', 'Calorimetry', 'Customer Relationship Management (CRM)', 'Gamma Camera', 'Antenna', 'Medical', 'Biomass', 'Enterprise Resource Planning', 'Memory Hierarchy', 'Ionizing Radiation', 'Server', 'Instrumentation', 'Fabrication', 'Conservation', 'Data Acquisition', 'Number Systems', 'Computers', 'Spread Spectrum', 'Energy Conservation', 'Engineering Practices', 'Architecture', 'Statistics', 'Algebra', 'Stage', 'Physics', 'Anatomy', 'Application', 'Information Theory', 'Transformers', 'Impact Assessment', 'Software Engineering', 'Outside Plant', 'Medical Terminology', 'Transmission', 'Industrial Processes', 'Candidate Relationship Management (CRM)', 'Flux', 'Compression', 'Wave Propagation', 'Fourier Transform', 'System Design', 'Environment', 'Memory Management', 'Production', 'Composite Materials', 'Thermodynamics', 'Networking', 'CCTV', 'Adaptive Control', 'Vector Calculus', 'ERP', 'Control Systems', 'Circuit Theory', 'Quantization', 'Service', 'Modems', 'Hardware Architecture', 'Renewable Energy', 'Biomedical Engineering', 'Pathology', 'Optimal Control', 'Transistor', 'TCP', 'Image Processing', 'Encapsulation', 'Signal Processing', 'Patents', 'Imaging', 'Science', 'Random Variables', 'High Frequency', 'Data Compression', 'Ceramics', 'Framework', 'Block Diagram', 'Calculus', 'Engineering', 'CAD', 'Debugging', 'Map', 'Kinematics', 'Electronic Engineering', 'Heat Transfer', 'Telecommunication', 'Image Restoration', 'Spectral Analysis', 'Wind Power', 'Probability', 'Insurance', 'Firewall', 'Microprocessor', 'Pipelining', 'Three-Phase', 'Memory Systems', 'Optics', 'Calculations', 'Mechanics', 'Acoustics', 'QAM', 'Environmental Science', 'Multiplexing', 'Electronics', 'Outside Plant Engineering', 'Investment Decisions', 'Transmission Systems', 'Digital', 'W-CDMA', 'VHDL', 'Advanced Mathematics', 'Linear Systems', 'Biasing', 'Equations', 'Nuclear Energy', 'Torque', 'Energy', 'Resource Allocation', 'Restoration', 'Sampling', 'Laplace Transform', 'Differential Equations', 'Media', 'Magnetic Resonance Imaging', 'Resource Planning', 'Radiation Protection', 'Chemistry', 'Robotics', 'Customer Relationship Management', 'Modulation', 'Frequency Analysis', 'Multiplexers', 'Statistical software', 'Self', 'Tomography', 'Ecology', 'Computer System', 'Statistical Software', 'Statistical Analysis', 'Waves', 'Subsystems', 'ImPACT', 'Electricity', 'Discrete Cosine Transform', 'Experimental Design', 'Systems Integration', 'Digital Systems', 'Data Centers']",155,"['Actuators', 'TCP/IP', 'Calorimetry', 'Antenna', 'Biomass', 'Instrumentation', 'Fabrication', 'Conservation', 'Statistics', 'Algebra', 'Stage', 'Physics', 'Anatomy', 'Transmission', 'Thermodynamics', 'Quantization', 'Modems', 'Pathology', 'Transistor', 'Patents', 'Imaging', 'Ceramics', 'Calculus', 'Debugging', 'Kinematics', 'Probability', 'Firewall', 'Microprocessor', 'Pipelining', 'Optics', 'Calculations', 'Mechanics', 'Acoustics', 'Multiplexing', 'Electronics', 'Equations', 'Restoration', 'Chemistry', 'Robotics', 'Modulation', 'Multiplexers', 'Tomography', 'Ecology', 'Subsystems', 'Electricity']",90,58.06451612903226,"{'Data Compression', 'Robotics', 'Fabrication', 'Linear Systems', 'Statistics', 'Physics', 'Equations', 'Digital Systems', 'Quantum Mechanics', 'Calculations', 'Signal Processing', 'Circuit Theory', 'Encapsulation', 'Modems', 'Map', 'Biasing', 'Image Processing', 'STL', 'Architecture', 'ERP', 'Patents', 'Laplace Transform', 'Firewall', 'W-CDMA', 'Sampling', 'Renewable Energy', 'Energy Conversion', 'Memory Hierarchy', 'Engineering Practices', 'Industrial Processes', 'Impact Assessment', 'Surveying', 'Instrumentation', 'CAD', 'Chemistry', 'Block Diagram', 'Torque', 'Spectral Analysis', 'Differential Equations', 'Calorimetry', 'Medical', 'Computer System', 'Framework', 'Discrete Cosine Transform', 'Customer Relationship Management (CRM)', 'Adaptive Control', 'Electricity', 'Self', 'Image Restoration', 'Random Variables', 'Calculus', 'Microprocessor', 'Ecology', 'Environmental Science', 'High Frequency', 'Wind Power', 'Science', 'Insurance', 'Systems Architecture', 'Medical Terminology', 'Thermodynamics', 'Nuclear Energy', 'Radiation Protection', 'Electronic Engineering', 'Candidate Relationship Management (CRM)', 'Heat Transfer', 'Environment', 'Anatomy', 'Spread Spectrum', 'Outside Plant', 'VHDL', 'Waves', 'Algebra', 'Memory Management', 'Tomography', 'Quantization', 'Systems Integration', 'TCP/IP', 'Statistical Analysis', 'Experimental Design', 'Hardware Architecture', 'Server', 'Data Centers', 'Compression', 'Production', 'Networking', 'Energy', 'Mechanics', 'Transmission', 'ImPACT', 'Resource Planning', 'Acoustics', 'Probability', 'Composite Materials', 'Debugging', 'Enterprise Resource Planning', 'Transformers', 'Pipelining', 'Wave Propagation', 'Software Engineering', 'Antenna', 'Memory Systems', 'Control Systems', 'Gamma Camera', 'Media', 'Application', 'Telecommunication', 'Magnetic Resonance Imaging', 'QAM', 'Resource Allocation', 'Ionizing Radiation', 'Advanced Mathematics', 'Bit Error Rate', 'Conservation', 'Actuators', 'Stage', 'Information Theory', 'Kinematics', 'Transistor', 'Multiplexing', 'Restoration', 'Number Systems', 'Ceramics', 'Customer Relationship Management', 'Digital', 'Data Acquisition', 'Subsystems', 'Statistical software', 'Computers', 'Biomass', 'Fourier Transform', 'Frequency Analysis', 'Three-Phase', 'Modulation', 'Economic Analysis', 'CCTV', 'Optimal Control', 'Outside Plant Engineering', 'TCP', 'Optics', 'Transmission Systems', 'System Design', 'Electronics', 'Multiplexers', 'Biomedical Engineering', 'Pathology', 'Coding Theory', 'Energy Conservation', 'Investment Decisions', 'Imaging', 'Statistical Software', 'Vector Calculus', 'Flux', 'Service', 'Engineering'}",5.043425116919247
19,Environmental Planning,"['Regional Planning', 'Water Resources', 'Environmental Planning', 'Rehabilitation', 'Art', 'Conservation', 'Urban and Regional Planning', 'Science', 'Environment']",9,"['Rehabilitation', 'Conservation']",6,66.66666666666666,"{'Environment', 'Science', 'Regional Planning', 'Rehabilitation', 'Conservation', 'Water Resources', 'Art', 'Environmental Planning', 'Urban and Regional Planning'}",2.19722457733622
20,Environmental Science,"['Genetics', 'Ecology', 'Environmental Science', 'Developmental Biology', 'Environmental Quality', 'Biology', 'Ecological Systems', 'Taxonomy', 'Science', 'Environment']",10,"['Genetics', 'Ecology', 'Biology', 'Taxonomy']",7,70.0,"{'Environmental Quality', 'Ecological Systems', 'Environmental Science', 'Environment', 'Genetics', 'Science', 'Taxonomy', 'Biology', 'Ecology', 'Developmental Biology'}",2.302585092994046
21,Exercise and Sports Science,"['Conceptualization', 'Organizational Structure', 'Business Planning', 'Education', 'Digital Media', 'Energy', 'Accounting', 'Environment', 'Media', 'Training', 'Kinematics', 'Digital', 'Food', 'Cardiovascular Fitness', 'Information Processing', 'Hypertrophy', 'Self', 'Merchandising', 'Marketing', 'Physical Education', 'Service', 'Psychology', 'Corporate Social Responsibility', 'Pathology', 'Training Programs', 'Sports', 'Group Dynamics', 'Art', 'Science', 'Application', 'Health Education', 'Operations Management', 'Framework']",33,"['Conceptualization', 'Accounting', 'Kinematics', 'Merchandising', 'Marketing', 'Psychology', 'Pathology']",19,57.57575757575758,"{'Energy', 'Digital Media', 'Training', 'Conceptualization', 'Digital', 'Sports', 'Health Education', 'Framework', 'Group Dynamics', 'Food', 'Self', 'Operations Management', 'Cardiovascular Fitness', 'Hypertrophy', 'Organizational Structure', 'Information Processing', 'Science', 'Merchandising', 'Media', 'Pathology', 'Psychology', 'Application', 'Marketing', 'Corporate Social Responsibility', 'Environment', 'Business Planning', 'Physical Education', 'Training Programs', 'Art', 'Kinematics', 'Education', 'Service', 'Accounting'}",3.49650756146648
22,Food Technology,"['Engineering', 'Food Preparation', 'Fermentation', 'Risk Analysis', 'Food Processing', 'Chemistry', 'Food', 'Regulatory Developments', 'Food Science', 'Food Technology', 'Nutrition', 'Statistical Analysis', 'Traceability', 'Manufacturing', 'ImPACT', 'Refrigeration', 'Food Law', 'Science', 'Proposal Writing']",19,"['Chemistry', 'Traceability', 'Refrigeration']",11,57.89473684210527,"{'Food Preparation', 'ImPACT', 'Nutrition', 'Food', 'Food Technology', 'Food Law', 'Engineering', 'Science', 'Refrigeration', 'Food Processing', 'Manufacturing', 'Regulatory Developments', 'Traceability', 'Risk Analysis', 'Food Science', 'Fermentation', 'Statistical Analysis', 'Chemistry', 'Proposal Writing'}",2.9444389791664403
23,Geology,"['Microscopy', 'Uranium', 'Hydrocarbon', 'Factor Analysis', 'Banking', 'Sedimentation', 'Seabed', 'Geostatistics', 'Drawing', 'Surveying', 'Linear Discriminant Analysis', 'Electrochemistry', 'Of Water', 'Drilling', 'Visualization', 'Fluid Statics', 'Mitigation', 'Data Structures', 'Structural Geology', 'Slope Stability', 'Economic Analysis', 'Risk Analysis', 'Events', 'Elastic', 'Pipe', 'Crystallization', 'Digital Image', 'Exploitation', 'Soil Mechanics', 'Groundwater', 'Digital Image Processing', 'Environmental Monitoring', 'Instrumentation', 'Economic Development', 'Conservation', 'Biosphere', 'Data Acquisition', 'Trace Element', 'Computers', 'Statistics', 'Agriculture', 'Wildlife Management', 'Stage', 'Organic Geochemistry', 'Physics', 'Historical Geology', 'Sedimentology', 'Application', 'Impact Assessment', 'Physical Oceanography', 'Transmission', 'Rehabilitation', 'Economics', 'Geological Engineering', 'Wave Propagation', 'Technical Writing', 'Environment', 'Geothermal Energy', 'Marine Biology', 'Production', 'Composite Materials', 'Thermodynamics', 'Proportion', 'Drainage', 'Pipe Flow', 'Geochemistry', 'Shale', 'Scheme', 'Stratigraphy', 'Service', 'Marine Science', 'ANOVA', 'Geomorphology', 'Image Processing', 'Sketching', 'Magma', 'Tool', 'Lithology', 'Negative Space', 'Electromagnetism', 'Haulage', 'Science', 'Mineralogy', 'Deformation', 'Random Variables', 'Confidence Intervals', 'Biochemistry', 'Ceramics', 'Framework', 'Water Quality', 'Petrology', 'Geographic information system', 'Engineering', 'Map', 'Prediction', 'Training', 'Geophysics', 'Kinematics', 'Certain', 'Climate Change', 'Phonography', 'Open-Pit Mining', 'Geology', 'Descriptive Statistics', 'Probability', 'Gas', 'Diagenesis', 'J', 'Chemical Kinetics', 'Colloids', 'Chemical Equilibrium', 'Geometry', 'AFM', 'Surface Runoff', 'Landscape', 'Hoisting', 'Mechanics', 'Precipitation', 'Underground Mining', 'Morphology', 'Analytical Techniques', 'Natural Gas', 'Forestry', 'Global Positioning Systems', 'Digital', 'Fluid', 'Remote Sensing', 'Chemical Composition', 'Oceanography', 'Oil', 'Scale', 'Polarization', 'Equations', 'Energy', 'Sampling', 'Biological Systems', 'Hydrocarbon Exploration', 'Radar', 'Biology', 'Economy', 'Entrepreneurship', 'Chemistry', 'Facies', 'X-Ray Crystallography', 'Photogrammetry', 'Urban Planning', 'Tomography', 'Ecology', 'Marketing', 'Construction', 'Waves', 'Procurement', 'Research Design', 'ImPACT', 'Weathering', 'PIT', 'Crystallography', 'Financial Planning', 'Light Microscopes', 'Statistical Inference', 'Seismology', 'Prospecting', 'International Business', 'Macroeconomics', 'Ocean Currents', 'Biometrics', 'Chemical Thermodynamics']",167,"['Microscopy', 'Hydrocarbon', 'Banking', 'Sedimentation', 'Drawing', 'Electrochemistry', 'Drilling', 'Visualization', 'Mitigation', 'Exploitation', 'Groundwater', 'Instrumentation', 'Conservation', 'Statistics', 'Stage', 'Physics', 'Transmission', 'Rehabilitation', 'Thermodynamics', 'Scheme', 'Sketching', 'Electromagnetism', 'Haulage', 'Mineralogy', 'Deformation', 'Biochemistry', 'Ceramics', 'Geophysics', 'Kinematics', 'Certain', 'Geology', 'Probability', 'J', 'Geometry', 'Hoisting', 'Mechanics', 'Precipitation', 'Morphology', 'Forestry', 'Equations', 'Radar', 'Biology', 'Economy', 'Entrepreneurship', 'Chemistry', 'Tomography', 'Ecology', 'Marketing', 'Construction', 'Procurement', 'Crystallography', 'Macroeconomics', 'Biometrics']",81,48.50299401197605,"{'Drawing', 'Oil', 'Mitigation', 'Training', 'Data Structures', 'Prospecting', 'Prediction', 'Statistics', 'Geostatistics', 'Physics', 'Geothermal Energy', 'Equations', 'Proportion', 'Analytical Techniques', 'AFM', 'Geological Engineering', 'Facies', 'Structural Geology', 'Negative Space', 'Chemical Thermodynamics', 'Map', 'Electromagnetism', 'Image Processing', 'Biochemistry', 'Microscopy', 'Sedimentology', 'Electrochemistry', 'Sampling', 'Global Positioning Systems', 'International Business', 'Impact Assessment', 'Surveying', 'Instrumentation', 'Chemistry', 'Climate Change', 'Scale', 'Framework', 'Agriculture', 'Ocean Currents', 'Surface Runoff', 'Open-Pit Mining', 'Geology', 'Geometry', 'Economics', 'Macroeconomics', 'Drilling', 'Trace Element', 'Random Variables', 'Ecology', 'Economic Development', 'Underground Mining', 'Pipe Flow', 'Science', 'Diagenesis', 'Phonography', 'Marine Biology', 'Photogrammetry', 'Thermodynamics', 'Soil Mechanics', 'Economy', 'Environment', 'Sketching', 'Petrology', 'Waves', 'Pipe', 'Oceanography', 'Polarization', 'Forestry', 'Organic Geochemistry', 'Tomography', 'Seismology', 'Construction', 'Fluid Statics', 'Uranium', 'Production', 'Biological Systems', 'Descriptive Statistics', 'Energy', 'Mechanics', 'Transmission', 'ImPACT', 'Mineralogy', 'Wildlife Management', 'Haulage', 'Colloids', 'Probability', 'Sedimentation', 'Composite Materials', 'ANOVA', 'Digital Image Processing', 'Groundwater', 'Historical Geology', 'Factor Analysis', 'Crystallization', 'Precipitation', 'Wave Propagation', 'Slope Stability', 'Statistical Inference', 'Fluid', 'Natural Gas', 'Seabed', 'Procurement', 'Technical Writing', 'Application', 'Biology', 'Financial Planning', 'Radar', 'Lithology', 'Conservation', 'Marine Science', 'Stage', 'Risk Analysis', 'Deformation', 'Digital Image', 'Geomorphology', 'Kinematics', 'Gas', 'Shale', 'Geochemistry', 'Exploitation', 'Hoisting', 'Weathering', 'Rehabilitation', 'Ceramics', 'Chemical Composition', 'Geophysics', 'Digital', 'Banking', 'Data Acquisition', 'Physical Oceanography', 'Drainage', 'Computers', 'Chemical Equilibrium', 'Research Design', 'Light Microscopes', 'Confidence Intervals', 'Elastic', 'Remote Sensing', 'PIT', 'Economic Analysis', 'Entrepreneurship', 'Chemical Kinetics', 'Landscape', 'Biosphere', 'Urban Planning', 'Morphology', 'Hydrocarbon Exploration', 'Water Quality', 'Scheme', 'Biometrics', 'Hydrocarbon', 'Geographic information system', 'Environmental Monitoring', 'Certain', 'X-Ray Crystallography', 'Marketing', 'Linear Discriminant Analysis', 'Of Water', 'Visualization', 'J', 'Crystallography', 'Tool', 'Stratigraphy', 'Events', 'Magma', 'Service', 'Engineering'}",5.117993812416755
25,Industrial Engineering,"['Manufacturing Automation', 'Facilities Planning', 'Management Systems', 'Quality Management', 'Information Processing', 'Feasibility Studies', 'Manufacturing', 'Manufacturing Operations', 'Analysis Of Variance (ANOVA)', 'Application', 'Error Analysis', 'Biomechanics', 'Alternating Current', 'Computer-Aided Manufacturing', 'Workstation Design', 'Environment', 'Flexible Manufacturing Systems', 'Production', 'Thermodynamics', 'Dynamic Programming', 'Engineering Research', 'Waste Management', 'Chemical Reactions', 'Service', 'ANOVA', 'Supply Chain', 'Differential Calculus', 'Random Variables', 'Industrial Engineering', 'Ceramics', 'Framework', 'Quality Management Systems', 'Time Study', 'Analysis Of Variance', 'Legislation', 'Calculus', 'Engineering', 'CAD', 'Work Sampling', 'Training', 'Kinematics', 'Supply Chain Management', 'QMS', 'Thermochemistry', 'Rigid Bodies', 'Probability', 'Gas', 'Network Flow', 'Mechanics', 'Direct Current', 'Revenue Management', 'Investment Decisions', 'Information Systems', 'Sustainable Development', 'On-The-Job Training', 'Automation', 'Usability', 'Equations', 'Energy', 'Accounting', 'Sampling', 'Differential Equations', 'Ergonomics', 'Detection Theory', 'Inventory', 'Material', 'Economy', 'Game Theory', 'Occupational Safety And Health', 'Occupational Safety', 'Marketing', 'Systems Analysis', 'Subsystems', 'Waste Treatment', 'Time Value Of Money', 'Finite Difference', 'Quantitative Modeling']",77,"['Thermodynamics', 'Ceramics', 'Legislation', 'Calculus', 'Kinematics', 'Thermochemistry', 'Probability', 'Mechanics', 'Automation', 'Usability', 'Equations', 'Accounting', 'Ergonomics', 'Economy', 'Marketing', 'Subsystems']",39,50.64935064935064,"{'Material', 'Chemical Reactions', 'Differential Calculus', 'Training', 'Manufacturing Automation', 'Equations', 'Usability', 'Computer-Aided Manufacturing', 'Quality Management Systems', 'Information Processing', 'Occupational Safety', 'Feasibility Studies', 'Engineering Research', 'Industrial Engineering', 'Sampling', 'QMS', 'Revenue Management', 'Ergonomics', 'CAD', 'Accounting', 'Legislation', 'Quantitative Modeling', 'Direct Current', 'Differential Equations', 'Thermochemistry', 'Framework', 'Biomechanics', 'Manufacturing Operations', 'Random Variables', 'Calculus', 'Waste Treatment', 'Finite Difference', 'Alternating Current', 'On-The-Job Training', 'Thermodynamics', 'Economy', 'Environment', 'Manufacturing', 'Management Systems', 'Quality Management', 'Facilities Planning', 'Rigid Bodies', 'Production', 'Energy', 'Mechanics', 'Error Analysis', 'Analysis Of Variance', 'Probability', 'ANOVA', 'Supply Chain', 'Information Systems', 'Inventory', 'Automation', 'Application', 'Time Value Of Money', 'Analysis Of Variance (ANOVA)', 'Kinematics', 'Gas', 'Flexible Manufacturing Systems', 'Ceramics', 'Subsystems', 'Game Theory', 'Sustainable Development', 'Dynamic Programming', 'Systems Analysis', 'Occupational Safety And Health', 'Work Sampling', 'Detection Theory', 'Network Flow', 'Marketing', 'Waste Management', 'Time Study', 'Workstation Design', 'Investment Decisions', 'Supply Chain Management', 'Service', 'Engineering'}",4.343805421853684
26,Industry Security Management,"['Application', 'Risk Management']",2,[],1,50.0,"{'Risk Management', 'Application'}",0.6931471805599453
27,Information Systems,"['Algorithms', 'Information Systems', 'Recursion', 'Licensing', 'Organizational Structure', 'Technology Solutions', 'Business Performance Management', 'Systems Thinking', 'Software Library', 'Environment', 'Data Structures', 'Abstractions', 'Information Architecture', 'Library', 'Quality Management', 'Software Development', 'Idioms', 'Parameter', 'Systems Analysis', 'Emerging Technologies', 'Unit Testing', 'Architecture', 'Computing', 'IT Infrastructure', 'Scalability']",25,"['Algorithms', 'Recursion', 'Licensing', 'Abstractions', 'Idioms', 'Parameter', 'Scalability']",21,84.0,"{'Idioms', 'Software Library', 'Computing', 'Technology Solutions', 'Business Performance Management', 'Data Structures', 'Library', 'Licensing', 'Software Development', 'Information Systems', 'IT Infrastructure', 'Systems Thinking', 'Parameter', 'Systems Analysis', 'Organizational Structure', 'Emerging Technologies', 'Architecture', 'Abstractions', 'Recursion', 'Unit Testing', 'Environment', 'Scalability', 'Algorithms', 'Information Architecture', 'Quality Management'}",3.218875824868201
28,Information Technology,"['Algorithms', 'Information Systems', 'Digital Libraries', 'Software Engineering', 'Balancing', 'Recursion', 'Web Applications', 'Licensing', 'Education', 'Usability', 'XHTML', 'Assembly', 'Engineering', 'Trunking', 'Debugging', 'Scripting', 'Software Library', 'Load Balancing', 'Environment', 'Data Structures', 'Media', 'XML', 'Events', 'System Requirements', 'Abstractions', 'Library', 'Digital', 'Middleware', 'Software Development', 'Server', 'HTML', 'Warehousing', 'Operating System', 'Server-Side', 'XSLT', 'Data Warehousing', 'Parameter', 'Service', 'Idioms', 'Emerging Technologies', 'Unit Testing', 'ImPACT', 'XSL', 'Computing', 'Enterprise Integration', 'Scripting Language', 'Encapsulation', 'Application', 'Scalability', 'Framework']",50,"['Algorithms', 'Recursion', 'Licensing', 'Usability', 'Trunking', 'Debugging', 'Scripting', 'XML', 'Abstractions', 'Middleware', 'Warehousing', 'Server-Side', 'Parameter', 'Idioms', 'Scalability']",28,56.00000000000001,"{'Idioms', 'Server', 'Enterprise Integration', 'Software Library', 'Computing', 'Assembly', 'Data Structures', 'Middleware', 'Digital', 'Operating System', 'Library', 'Licensing', 'Web Applications', 'Software Development', 'ImPACT', 'Framework', 'Digital Libraries', 'Usability', 'Debugging', 'Information Systems', 'XSLT', 'Scripting Language', 'HTML', 'XML', 'Parameter', 'Server-Side', 'Software Engineering', 'Balancing', 'Encapsulation', 'System Requirements', 'Load Balancing', 'Data Warehousing', 'Emerging Technologies', 'Trunking', 'Media', 'Abstractions', 'Recursion', 'Application', 'XHTML', 'Unit Testing', 'Environment', 'Scalability', 'Algorithms', 'Events', 'Warehousing', 'Education', 'XSL', 'Service', 'Scripting', 'Engineering'}",3.912023005428146
29,Interior Design,"['Art', 'ACT', 'Science', 'Interior Design', 'Framework']",5,[],1,20.0,"{'Interior Design', 'Science', 'ACT', 'Art', 'Framework'}",1.6094379124341005
31,Landscape Architecture,"['Landscape', 'Landscape Architecture', 'Environment', 'Architecture']",4,[],2,50.0,"{'Landscape', 'Landscape Architecture', 'Architecture', 'Environment'}",1.3862943611198906
33,Marine Biology,"['Geology', 'Marine Biology', 'Physics', 'Anatomy', 'Biology', 'Physiology', 'Taxonomy', 'Resource Management', 'Morphology', 'Algae', 'Marine Habitats', 'Go']",12,"['Geology', 'Physics', 'Anatomy', 'Biology', 'Physiology', 'Taxonomy', 'Morphology']",10,83.33333333333334,"{'Geology', 'Anatomy', 'Algae', 'Go', 'Physiology', 'Taxonomy', 'Resource Management', 'Marine Biology', 'Physics', 'Marine Habitats', 'Biology', 'Morphology'}",2.4849066497880004
